,acc1,acc2,acc3,acc4,acc5,mean_acc
MoteStrain_jitter_aug,0.9305111821086262,0.9329073482428115,0.9257188498402555,0.9273162939297125,0.920926517571885,0.9274760383386582
MoteStrain_scaling_aug,0.9057507987220448,0.9185303514376997,0.9289137380191693,0.9185303514376997,0.9289137380191693,0.9201277955271564
MoteStrain_window_slice_aug,0.9089456869009584,0.920926517571885,0.9225239616613419,0.9169329073482428,0.9281150159744409,0.9194888178913739
MoteStrain_window_warp_aug,0.9193290734824281,0.9249201277955271,0.9297124600638977,0.9321086261980831,0.9089456869009584,0.923003194888179
MoteStrain_time_warp_aug,0.9313099041533547,0.9345047923322684,0.9408945686900958,0.939297124600639,0.9464856230031949,0.9384984025559107
MoteStrain_rotation_aug,0.9097444089456869,0.9193290734824281,0.9305111821086262,0.9065495207667732,0.9121405750798722,0.9156549520766774
MoteStrain_magnitude_warp_aug,0.9329073482428115,0.9313099041533547,0.9217252396166135,0.9033546325878594,0.920926517571885,0.9220447284345049
MoteStrain_spawner_aug,0.9153354632587859,0.9113418530351438,0.9217252396166135,0.9065495207667732,0.9105431309904153,0.9130990415335465
MoteStrain_wdba_aug,0.9169329073482428,0.9105431309904153,0.9233226837060703,0.9289137380191693,0.9313099041533547,0.9222044728434506
HouseTwenty_jitter_aug,0.9747899159663865,0.957983193277311,0.9747899159663865,0.9747899159663865,0.9663865546218487,0.9697478991596638
HouseTwenty_scaling_aug,0.957983193277311,0.9747899159663865,0.9243697478991597,0.9663865546218487,0.957983193277311,0.9563025210084033
HouseTwenty_window_slice_aug,0.9663865546218487,0.957983193277311,0.9663865546218487,0.9495798319327731,0.957983193277311,0.9596638655462184
HouseTwenty_window_warp_aug,0.9663865546218487,0.957983193277311,0.957983193277311,0.9747899159663865,0.9663865546218487,0.9647058823529411
HouseTwenty_time_warp_aug,0.9495798319327731,0.957983193277311,0.9495798319327731,0.957983193277311,0.9495798319327731,0.9529411764705882
HouseTwenty_rotation_aug,0.9747899159663865,0.9915966386554622,0.957983193277311,0.9663865546218487,0.9831932773109243,0.9747899159663866
HouseTwenty_magnitude_warp_aug,0.9411764705882353,0.9663865546218487,0.9663865546218487,0.9663865546218487,0.9747899159663865,0.9630252100840335
HouseTwenty_spawner_aug,0.9411764705882353,0.9663865546218487,0.957983193277311,0.9663865546218487,0.957983193277311,0.9579831932773109
HouseTwenty_wdba_aug,0.9663865546218487,0.9747899159663865,0.9663865546218487,0.9747899159663865,0.9411764705882353,0.9647058823529411
InsectEPGSmallTrain_jitter_aug,0.1686746987951807,0.1686746987951807,0.14056224899598393,0.0,0.1686746987951807,0.1293172690763052
InsectEPGSmallTrain_scaling_aug,0.1686746987951807,0.0,0.1686746987951807,0.1686746987951807,0.1686746987951807,0.13493975903614458
InsectEPGSmallTrain_window_slice_aug,0.6144578313253012,0.0,0.11646586345381527,0.1686746987951807,0.1686746987951807,0.21365461847389558
InsectEPGSmallTrain_window_warp_aug,0.1686746987951807,0.1686746987951807,0.5662650602409639,0.642570281124498,0.1686746987951807,0.3429718875502008
InsectEPGSmallTrain_time_warp_aug,0.1686746987951807,0.1686746987951807,0.0,0.6345381526104418,0.0,0.19437751004016063
InsectEPGSmallTrain_rotation_aug,0.39759036144578314,0.8313253012048193,0.357429718875502,0.0,0.3614457831325301,0.3895582329317269
InsectEPGSmallTrain_magnitude_warp_aug,0.1686746987951807,0.1686746987951807,0.642570281124498,0.21686746987951808,0.24497991967871485,0.2883534136546185
InsectEPGSmallTrain_spawner_aug,0.1686746987951807,0.0,0.0,0.1686746987951807,0.642570281124498,0.19598393574297188
InsectEPGSmallTrain_wdba_aug,0.3453815261044177,0.1686746987951807,0.1686746987951807,0.1686746987951807,0.5742971887550201,0.285140562248996
MedicalImages_jitter_aug,0.7697368421052632,0.7723684210526316,0.7631578947368421,0.7578947368421053,0.7710526315789473,0.766842105263158
MedicalImages_scaling_aug,0.7763157894736842,0.7644736842105263,0.7894736842105263,0.7710526315789473,0.7671052631578947,0.7736842105263158
MedicalImages_window_slice_aug,0.7723684210526316,0.7065789473684211,0.7618421052631579,0.7644736842105263,0.6105263157894737,0.7231578947368421
MedicalImages_window_warp_aug,0.781578947368421,0.775,0.781578947368421,0.7736842105263158,0.781578947368421,0.7786842105263159
MedicalImages_time_warp_aug,0.7736842105263158,0.7592105263157894,0.7723684210526316,0.7842105263157895,0.7710526315789473,0.7721052631578947
MedicalImages_rotation_aug,0.7723684210526316,0.7723684210526316,0.7618421052631579,0.7592105263157894,0.7618421052631579,0.7655263157894737
MedicalImages_magnitude_warp_aug,0.7763157894736842,0.7684210526315789,0.7828947368421053,0.7618421052631579,0.7710526315789473,0.7721052631578947
MedicalImages_spawner_aug,0.7684210526315789,0.7592105263157894,0.7644736842105263,0.775,0.7710526315789473,0.7676315789473683
MedicalImages_wdba_aug,0.7802631578947369,0.7789473684210526,0.7710526315789473,0.7671052631578947,0.775,0.7744736842105262
Rock_jitter_aug,0.62,0.54,0.6,0.52,0.72,0.6
Rock_scaling_aug,0.66,0.74,0.4,0.58,0.62,0.6
Rock_window_slice_aug,0.62,0.68,0.58,0.52,0.7,0.6199999999999999
Rock_window_warp_aug,0.54,0.6,0.54,0.62,0.52,0.5640000000000001
Rock_time_warp_aug,0.76,0.76,0.66,0.76,0.7,0.7280000000000001
Rock_rotation_aug,0.5,0.4,0.5,0.56,0.54,0.5
Rock_magnitude_warp_aug,0.64,0.54,0.48,0.64,0.6,0.5800000000000001
Rock_spawner_aug,0.7,0.62,0.6,0.52,0.62,0.612
Rock_wdba_aug,0.6,0.68,0.56,0.74,0.62,0.64
Adiac_jitter_aug,0.8286445012787724,0.8235294117647058,0.8209718670076727,0.8337595907928389,0.8414322250639387,0.8296675191815857
Adiac_scaling_aug,0.8414322250639387,0.8593350383631714,0.8491048593350383,0.8337595907928389,0.8414322250639387,0.8450127877237852
Adiac_window_slice_aug,0.8132992327365729,0.8235294117647058,0.8516624040920716,0.8465473145780051,0.8260869565217391,0.8322250639386188
Adiac_window_warp_aug,0.8465473145780051,0.8465473145780051,0.8286445012787724,0.8414322250639387,0.8081841432225064,0.8342710997442456
Adiac_time_warp_aug,0.8414322250639387,0.8260869565217391,0.8337595907928389,0.8260869565217391,0.7877237851662404,0.8230179028132992
Adiac_rotation_aug,0.8209718670076727,0.8516624040920716,0.8363171355498721,0.8593350383631714,0.8363171355498721,0.8409207161125319
Adiac_magnitude_warp_aug,0.8260869565217391,0.8363171355498721,0.8414322250639387,0.8465473145780051,0.8465473145780051,0.8393861892583121
Adiac_spawner_aug,0.8414322250639387,0.8439897698209718,0.8286445012787724,0.8312020460358056,0.8439897698209718,0.8378516624040921
Adiac_wdba_aug,0.8516624040920716,0.8439897698209718,0.8286445012787724,0.8184143222506394,0.8184143222506394,0.8322250639386188
InsectEPGRegularTrain_jitter_aug,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_scaling_aug,1.0,0.9919678714859438,1.0,1.0,1.0,0.9983935742971888
InsectEPGRegularTrain_window_slice_aug,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_window_warp_aug,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_time_warp_aug,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_rotation_aug,1.0,1.0,1.0,0.8514056224899599,1.0,0.970281124497992
InsectEPGRegularTrain_magnitude_warp_aug,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_spawner_aug,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_wdba_aug,1.0,1.0,1.0,1.0,1.0,1.0
SwedishLeaf_jitter_aug,0.976,0.9664,0.9664,0.976,0.9712,0.9712
SwedishLeaf_scaling_aug,0.968,0.9776,0.9536,0.9776,0.9728,0.9699200000000001
SwedishLeaf_window_slice_aug,0.9728,0.976,0.9696,0.9728,0.9792,0.9740800000000001
SwedishLeaf_window_warp_aug,0.9728,0.9632,0.9616,0.9664,0.9664,0.96608
SwedishLeaf_time_warp_aug,0.976,0.9728,0.9568,0.9712,0.9696,0.96928
SwedishLeaf_rotation_aug,0.9728,0.9792,0.9792,0.9744,0.9712,0.97536
SwedishLeaf_magnitude_warp_aug,0.968,0.9712,0.9696,0.9728,0.976,0.9715199999999999
SwedishLeaf_spawner_aug,0.9648,0.9808,0.9696,0.9648,0.9712,0.9702399999999999
SwedishLeaf_wdba_aug,0.976,0.9744,0.9712,0.9728,0.968,0.97248
Fish_jitter_aug,0.9828571428571429,0.9828571428571429,0.9771428571428571,0.9771428571428571,0.9828571428571429,0.9805714285714286
Fish_scaling_aug,0.9828571428571429,0.9657142857142857,0.9885714285714285,0.9828571428571429,0.9828571428571429,0.9805714285714286
Fish_window_slice_aug,0.9828571428571429,0.9828571428571429,0.9885714285714285,0.9828571428571429,0.9885714285714285,0.9851428571428571
Fish_window_warp_aug,0.9885714285714285,0.9828571428571429,0.9828571428571429,0.9771428571428571,0.9828571428571429,0.9828571428571429
Fish_time_warp_aug,0.9942857142857143,0.9828571428571429,0.9771428571428571,0.9771428571428571,0.9771428571428571,0.9817142857142857
Fish_rotation_aug,0.9885714285714285,0.9771428571428571,0.9942857142857143,0.9885714285714285,0.9885714285714285,0.9874285714285713
Fish_magnitude_warp_aug,0.9771428571428571,0.9885714285714285,0.9771428571428571,0.9885714285714285,0.9942857142857143,0.9851428571428572
Fish_spawner_aug,0.9771428571428571,0.9771428571428571,0.9828571428571429,0.9828571428571429,0.9828571428571429,0.9805714285714286
Fish_wdba_aug,0.9714285714285714,0.9771428571428571,0.9714285714285714,0.9942857142857143,0.9885714285714285,0.9805714285714286
