,acc1,acc2,acc3,acc4,acc5,mean_acc
MiddlePhalanxOutlineCorrect_jitter_aug,0.8041237113402062,0.8281786941580757,0.8109965635738832,0.8109965635738832,0.8213058419243986,0.8151202749140893
MiddlePhalanxOutlineCorrect_scaling_aug,0.8109965635738832,0.8316151202749141,0.8281786941580757,0.8075601374570447,0.8144329896907216,0.8185567010309278
MiddlePhalanxOutlineCorrect_window_slice_aug,0.8178694158075601,0.7835051546391752,0.8281786941580757,0.8144329896907216,0.7938144329896907,0.8075601374570447
MiddlePhalanxOutlineCorrect_window_warp_aug,0.7972508591065293,0.8213058419243986,0.8350515463917526,0.8144329896907216,0.8109965635738832,0.815807560137457
MiddlePhalanxOutlineCorrect_time_warp_aug,0.8178694158075601,0.8213058419243986,0.8109965635738832,0.8006872852233677,0.8006872852233677,0.8103092783505155
MiddlePhalanxOutlineCorrect_rotation_aug,0.8144329896907216,0.7800687285223368,0.8281786941580757,0.8041237113402062,0.8109965635738832,0.8075601374570447
MiddlePhalanxOutlineCorrect_magnitude_warp_aug,0.8006872852233677,0.8247422680412371,0.8075601374570447,0.8075601374570447,0.7903780068728522,0.8061855670103093
MiddlePhalanxOutlineCorrect_spawner_aug,0.8247422680412371,0.8144329896907216,0.8247422680412371,0.8144329896907216,0.8350515463917526,0.822680412371134
MiddlePhalanxOutlineCorrect_wdba_aug,0.845360824742268,0.8144329896907216,0.8144329896907216,0.7903780068728522,0.8041237113402062,0.813745704467354
ProximalPhalanxOutlineCorrect_jitter_aug,0.9243986254295533,0.9175257731958762,0.9140893470790378,0.9278350515463918,0.9243986254295533,0.9216494845360825
ProximalPhalanxOutlineCorrect_scaling_aug,0.9106529209621993,0.9175257731958762,0.9072164948453608,0.9278350515463918,0.9140893470790378,0.9154639175257733
ProximalPhalanxOutlineCorrect_window_slice_aug,0.9072164948453608,0.9106529209621993,0.9072164948453608,0.9209621993127147,0.9106529209621993,0.911340206185567
ProximalPhalanxOutlineCorrect_window_warp_aug,0.9175257731958762,0.9140893470790378,0.9243986254295533,0.9243986254295533,0.9106529209621993,0.918213058419244
ProximalPhalanxOutlineCorrect_time_warp_aug,0.9175257731958762,0.9106529209621993,0.9037800687285223,0.9278350515463918,0.9175257731958762,0.9154639175257733
ProximalPhalanxOutlineCorrect_rotation_aug,0.9175257731958762,0.9037800687285223,0.9072164948453608,0.9175257731958762,0.9140893470790378,0.9120274914089347
ProximalPhalanxOutlineCorrect_magnitude_warp_aug,0.9106529209621993,0.9106529209621993,0.872852233676976,0.9140893470790378,0.9106529209621993,0.9037800687285223
ProximalPhalanxOutlineCorrect_spawner_aug,0.9106529209621993,0.9140893470790378,0.9140893470790378,0.9175257731958762,0.9037800687285223,0.9120274914089347
ProximalPhalanxOutlineCorrect_wdba_aug,0.8969072164948454,0.9072164948453608,0.9106529209621993,0.9037800687285223,0.9140893470790378,0.9065292096219931
