,acc1,acc2,acc3,acc4,acc5,mean_acc
GesturePebbleZ2_jitter,0.9113924050632911,0.8860759493670886,0.9240506329113924,0.9177215189873418,0.8987341772151899,0.9075949367088608
GesturePebbleZ2_scaling,0.8670886075949367,0.8734177215189873,0.9050632911392406,0.879746835443038,0.8924050632911392,0.8835443037974684
GesturePebbleZ2_window_slice,0.8544303797468354,0.8670886075949367,0.879746835443038,0.9050632911392406,0.8670886075949367,0.8746835443037974
GesturePebbleZ2_window_warp,0.9177215189873418,0.9113924050632911,0.8924050632911392,0.8987341772151899,0.8860759493670886,0.9012658227848102
GesturePebbleZ2_time_warp,0.8607594936708861,0.879746835443038,0.8544303797468354,0.810126582278481,0.8354430379746836,0.8481012658227847
GesturePebbleZ2_rotation,0.8860759493670886,0.8670886075949367,0.879746835443038,0.9050632911392406,0.8734177215189873,0.8822784810126582
GesturePebbleZ2_magnitude_warp,0.8291139240506329,0.8291139240506329,0.8481012658227848,0.8227848101265823,0.8481012658227848,0.8354430379746836
GesturePebbleZ2_spawner,0.810126582278481,0.7784810126582279,0.7531645569620253,0.7468354430379747,0.8037974683544303,0.7784810126582278
GesturePebbleZ2_wdba,0.879746835443038,0.8607594936708861,0.8544303797468354,0.8734177215189873,0.8670886075949367,0.8670886075949367
GesturePebbleZ1_jitter,0.9186046511627907,0.9418604651162791,0.9244186046511628,0.9186046511627907,0.9186046511627907,0.9244186046511628
GesturePebbleZ1_scaling,0.936046511627907,0.9186046511627907,0.9302325581395349,0.9011627906976745,0.936046511627907,0.9244186046511629
GesturePebbleZ1_window_slice,0.936046511627907,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9313953488372093
GesturePebbleZ1_window_warp,0.9302325581395349,0.9651162790697675,0.9418604651162791,0.9418604651162791,0.9593023255813954,0.9476744186046512
GesturePebbleZ1_time_warp,0.8488372093023255,0.8313953488372093,0.8255813953488372,0.8197674418604651,0.8255813953488372,0.8302325581395349
GesturePebbleZ1_rotation,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.9302325581395349,0.936046511627907,0.9174418604651162
GesturePebbleZ1_magnitude_warp,0.9476744186046512,0.936046511627907,0.9476744186046512,0.9302325581395349,0.9302325581395349,0.9383720930232557
GesturePebbleZ1_spawner,0.9069767441860465,0.936046511627907,0.8895348837209303,0.8837209302325582,0.9418604651162791,0.9116279069767442
GesturePebbleZ1_wdba,0.9186046511627907,0.9127906976744186,0.8953488372093024,0.9127906976744186,0.9127906976744186,0.9104651162790697
GestureMidAirD2_jitter,0.6307692307692307,0.6307692307692307,0.6230769230769231,0.6230769230769231,0.6076923076923076,0.6230769230769231
GestureMidAirD2_scaling,0.6153846153846154,0.6153846153846154,0.6384615384615384,0.6307692307692307,0.6,0.62
GestureMidAirD2_window_slice,0.5615384615384615,0.5153846153846153,0.5384615384615384,0.5461538461538461,0.5461538461538461,0.5415384615384615
GestureMidAirD2_window_warp,0.6,0.5769230769230769,0.5769230769230769,0.6,0.6307692307692307,0.5969230769230769
GestureMidAirD2_time_warp,0.47692307692307695,0.5,0.47692307692307695,0.43846153846153846,0.4846153846153846,0.4753846153846154
GestureMidAirD2_rotation,0.5461538461538461,0.5307692307692308,0.5692307692307692,0.5769230769230769,0.5538461538461539,0.5553846153846154
GestureMidAirD2_magnitude_warp,0.5461538461538461,0.5230769230769231,0.49230769230769234,0.5153846153846153,0.5307692307692308,0.5215384615384615
GestureMidAirD2_spawner,0.38461538461538464,0.43846153846153846,0.46923076923076923,0.4461538461538462,0.4461538461538462,0.43692307692307686
GestureMidAirD2_wdba,0.45384615384615384,0.47692307692307695,0.4461538461538462,0.4846153846153846,0.4461538461538462,0.46153846153846156
SonyAIBORobotSurface2_jitter,0.9706190975865687,0.9653725078698846,0.9611752360965372,0.9632738719832109,0.9569779643231899,0.9634837355718784
SonyAIBORobotSurface2_scaling,0.974816369359916,0.968520461699895,0.9706190975865687,0.9538300104931794,0.9422875131164743,0.9620146904512067
SonyAIBORobotSurface2_window_slice,0.9097586568730325,0.8793284365162645,0.8478488982161595,0.8709338929695698,0.8310598111227702,0.8677859391395593
SonyAIBORobotSurface2_window_warp,0.9548793284365162,0.9590766002098636,0.9464847848898216,0.9517313746065058,0.9286463798530955,0.9481636935991606
SonyAIBORobotSurface2_time_warp,0.7985309548793285,0.7754459601259182,0.7628541448058762,0.751311647429171,0.7334732423924449,0.7643231899265477
SonyAIBORobotSurface2_rotation,0.919202518363064,0.9611752360965372,0.9580272822665268,0.9422875131164743,0.9391395592864638,0.943966421825813
SonyAIBORobotSurface2_magnitude_warp,0.9727177334732424,0.9790136411332634,0.9758656873032528,0.9821615949632738,0.9832109129066107,0.9785939139559285
