,acc1,acc2,acc3,acc4,acc5,mean_acc
ProximalPhalanxOutlineAgeGroup_jitter,0.8682926829268293,0.8439024390243902,0.8439024390243902,0.8682926829268293,0.848780487804878,0.8546341463414635
ProximalPhalanxOutlineAgeGroup_scaling,0.8341463414634146,0.8390243902439024,0.8585365853658536,0.8341463414634146,0.8292682926829268,0.8390243902439025
ProximalPhalanxOutlineAgeGroup_window_slice,0.6634146341463415,0.6585365853658537,0.7853658536585366,0.6146341463414634,0.8097560975609757,0.7063414634146342
ProximalPhalanxOutlineAgeGroup_window_warp,0.7707317073170732,0.7121951219512195,0.8048780487804879,0.7073170731707317,0.7853658536585366,0.7560975609756098
ProximalPhalanxOutlineAgeGroup_time_warp,0.6878048780487804,0.7317073170731707,0.6146341463414634,0.6439024390243903,0.7268292682926829,0.6809756097560976
ProximalPhalanxOutlineAgeGroup_rotation,0.8585365853658536,0.848780487804878,0.8390243902439024,0.7951219512195122,0.8634146341463415,0.8409756097560976
ProximalPhalanxOutlineAgeGroup_magnitude_warp,0.8585365853658536,0.8634146341463415,0.8634146341463415,0.8634146341463415,0.8634146341463415,0.862439024390244
ProximalPhalanxOutlineAgeGroup_spawner,0.8536585365853658,0.8585365853658536,0.8536585365853658,0.8585365853658536,0.8585365853658536,0.8565853658536586
ProximalPhalanxOutlineAgeGroup_wdba,0.8731707317073171,0.8731707317073171,0.8780487804878049,0.8634146341463415,0.8682926829268293,0.8712195121951221
DistalPhalanxOutlineCorrect_jitter,0.7644927536231884,0.7536231884057971,0.7898550724637681,0.782608695652174,0.7391304347826086,0.7659420289855072
DistalPhalanxOutlineCorrect_scaling,0.7608695652173914,0.7536231884057971,0.7644927536231884,0.7536231884057971,0.7753623188405797,0.7615942028985507
DistalPhalanxOutlineCorrect_window_slice,0.6557971014492754,0.6594202898550725,0.6992753623188406,0.7137681159420289,0.7282608695652174,0.691304347826087
DistalPhalanxOutlineCorrect_window_warp,0.75,0.7717391304347826,0.7789855072463768,0.7862318840579711,0.7753623188405797,0.7724637681159421
DistalPhalanxOutlineCorrect_time_warp,0.782608695652174,0.7536231884057971,0.7717391304347826,0.7427536231884058,0.782608695652174,0.7666666666666667
DistalPhalanxOutlineCorrect_rotation,0.7391304347826086,0.7789855072463768,0.7355072463768116,0.7681159420289855,0.7644927536231884,0.7572463768115941
DistalPhalanxOutlineCorrect_magnitude_warp,0.7681159420289855,0.7572463768115942,0.7427536231884058,0.7427536231884058,0.7644927536231884,0.7550724637681159
DistalPhalanxOutlineCorrect_spawner,0.6702898550724637,0.6739130434782609,0.7137681159420289,0.677536231884058,0.6847826086956522,0.6840579710144927
DistalPhalanxOutlineCorrect_wdba,0.782608695652174,0.7753623188405797,0.7717391304347826,0.7789855072463768,0.7753623188405797,0.7768115942028986
