acc1,acc2,acc3,acc4,acc5,mean_acc
0.8341463414634146,0.8536585365853658,0.8390243902439024,0.8341463414634146,0.8341463414634146,0.8390243902439025
0.8292682926829268,0.8390243902439024,0.8390243902439024,0.8292682926829268,0.8292682926829268,0.8331707317073171
0.8292682926829268,0.8341463414634146,0.8195121951219512,0.8341463414634146,0.824390243902439,0.8282926829268293
0.8341463414634146,0.8439024390243902,0.8390243902439024,0.8536585365853658,0.848780487804878,0.8439024390243903
0.8682926829268293,0.8585365853658536,0.8585365853658536,0.8682926829268293,0.8585365853658536,0.862439024390244
0.7644927536231884,0.7246376811594203,0.7427536231884058,0.7210144927536232,0.7572463768115942,0.7420289855072464
0.7391304347826086,0.7681159420289855,0.7862318840579711,0.7572463768115942,0.7536231884057971,0.7608695652173914
0.6992753623188406,0.6956521739130435,0.6956521739130435,0.5978260869565217,0.6268115942028986,0.6630434782608695
0.7753623188405797,0.7355072463768116,0.7717391304347826,0.7717391304347826,0.7572463768115942,0.7623188405797101
0.6992753623188406,0.7282608695652174,0.7608695652173914,0.7753623188405797,0.7318840579710145,0.7391304347826086
0.7681159420289855,0.7789855072463768,0.7862318840579711,0.7753623188405797,0.7681159420289855,0.7753623188405797
0.7355072463768116,0.7789855072463768,0.7681159420289855,0.7427536231884058,0.7717391304347826,0.7594202898550725
0.6884057971014492,0.6811594202898551,0.6956521739130435,0.6884057971014492,0.7137681159420289,0.6934782608695651
0.7536231884057971,0.7572463768115942,0.7608695652173914,0.7789855072463768,0.7608695652173914,0.7623188405797101
0.6952380952380952,0.7047619047619048,0.6857142857142857,0.6952380952380952,0.6571428571428571,0.6876190476190476
0.6761904761904762,0.6761904761904762,0.6476190476190476,0.6952380952380952,0.6857142857142857,0.6761904761904762
0.7333333333333333,0.6952380952380952,0.7428571428571429,0.7238095238095238,0.7238095238095238,0.7238095238095238
0.7714285714285715,0.7619047619047619,0.7428571428571429,0.8,0.780952380952381,0.7714285714285714
0.5047619047619047,0.5238095238095238,0.5142857142857142,0.5619047619047619,0.5238095238095238,0.5257142857142856
0.7047619047619048,0.7333333333333333,0.6571428571428571,0.6952380952380952,0.7047619047619048,0.699047619047619
0.6571428571428571,0.6571428571428571,0.6952380952380952,0.638095238095238,0.638095238095238,0.6571428571428571
0.7714285714285715,0.780952380952381,0.8,0.780952380952381,0.7333333333333333,0.7733333333333333
0.6571428571428571,0.6285714285714286,0.7619047619047619,0.6476190476190476,0.6952380952380952,0.678095238095238
0.888,0.888,0.88,0.8666666666666667,0.9013333333333333,0.8848
0.8933333333333333,0.8853333333333333,0.896,0.8933333333333333,0.888,0.8911999999999999
