,acc1,acc2,acc3,acc4,acc5,mean_acc
Adiac_scaling,0.8107416879795396,0.8260869565217391,0.8491048593350383,0.8439897698209718,0.8209718670076727,0.8301790281329924
Adiac_window_slice,0.11508951406649616,0.1278772378516624,0.08951406649616368,0.07161125319693094,0.08695652173913043,0.09820971867007673
Adiac_window_warp,0.6879795396419437,0.6930946291560103,0.7058823529411765,0.7084398976982097,0.7135549872122762,0.7017902813299233
Adiac_time_warp,0.37084398976982097,0.329923273657289,0.3145780051150895,0.340153452685422,0.36828644501278773,0.3447570332480819
Adiac_rotation,0.7902813299232737,0.7774936061381074,0.7877237851662404,0.7928388746803069,0.782608695652174,0.7861892583120205
Adiac_magnitude_warp,0.7340153452685422,0.7007672634271099,0.7237851662404092,0.7007672634271099,0.7468030690537084,0.7212276214833759
Adiac_spawner,0.18925831202046037,0.35294117647058826,0.1636828644501279,0.3069053708439898,0.33248081841432225,0.26905370843989773
Adiac_wdba,0.7749360613810742,0.7544757033248082,0.7519181585677749,0.7877237851662404,0.7698209718670077,0.7677749360613809
InsectEPGRegularTrain_jitter,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_scaling,0.678714859437751,1.0,1.0,1.0,1.0,0.9357429718875501
InsectEPGRegularTrain_window_slice,1.0,0.963855421686747,0.642570281124498,1.0,0.642570281124498,0.8497991967871485
InsectEPGRegularTrain_window_warp,0.642570281124498,1.0,0.642570281124498,1.0,1.0,0.8570281124497992
InsectEPGRegularTrain_time_warp,1.0,1.0,0.642570281124498,1.0,1.0,0.9285140562248996
InsectEPGRegularTrain_rotation,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.8313253012048193,0.8313253012048193
InsectEPGRegularTrain_magnitude_warp,0.18072289156626506,1.0,1.0,1.0,1.0,0.8361445783132531
InsectEPGRegularTrain_spawner,1.0,1.0,1.0,1.0,1.0,1.0
InsectEPGRegularTrain_wdba,1.0,1.0,1.0,1.0,0.9959839357429718,0.9991967871485944
SwedishLeaf_jitter,0.9504,0.9568,0.9552,0.9536,0.9504,0.95328
SwedishLeaf_scaling,0.9648,0.9808,0.9696,0.9712,0.9632,0.9699199999999999
SwedishLeaf_window_slice,0.8592,0.8816,0.8976,0.8592,0.8944,0.8783999999999998
SwedishLeaf_window_warp,0.9184,0.9296,0.9328,0.9312,0.9504,0.93248
SwedishLeaf_time_warp,0.872,0.84,0.8576,0.864,0.8736,0.86144
SwedishLeaf_rotation,0.9488,0.9456,0.9408,0.936,0.9392,0.94208
SwedishLeaf_magnitude_warp,0.9712,0.976,0.9552,0.9728,0.936,0.9622400000000001
SwedishLeaf_spawner,0.7984,0.8144,0.816,0.816,0.792,0.8073599999999999
SwedishLeaf_wdba,0.9328,0.9264,0.92,0.9104,0.9296,0.92384
Fish_jitter,0.9885714285714285,0.9714285714285714,0.9828571428571429,0.9942857142857143,0.9885714285714285,0.9851428571428572
Fish_scaling,0.9885714285714285,1.0,0.9885714285714285,0.9942857142857143,0.9942857142857143,0.9931428571428571
Fish_window_slice,0.8971428571428571,0.9314285714285714,0.9485714285714286,0.9371428571428572,0.9657142857142857,0.9359999999999999
Fish_window_warp,0.9657142857142857,0.9771428571428571,0.9828571428571429,0.9828571428571429,0.9714285714285714,0.976
Fish_time_warp,0.7371428571428571,0.84,0.8228571428571428,0.8,0.7942857142857143,0.7988571428571429
Fish_rotation,0.9771428571428571,0.96,0.96,0.9714285714285714,0.9714285714285714,0.968
Fish_magnitude_warp,1.0,0.9942857142857143,0.9885714285714285,0.9885714285714285,0.9657142857142857,0.9874285714285713
Fish_spawner,0.8285714285714286,0.8857142857142857,0.9028571428571428,0.32571428571428573,0.7142857142857143,0.7314285714285715
Fish_wdba,0.9371428571428572,0.9142857142857143,0.9257142857142857,0.92,0.9314285714285714,0.9257142857142856
